25/33,0,0,0,-5,-2,4,-4,-2,4,0,-4,-2,-7,-10,-6,0,-12,-2,-14,-12,-1,-16,4,-1,14
28/37,0,2,1,1,4,6,5,-2,6,-10,0,-8,-3,0,-11,-6,-4,-1,10,3,14,0,0,6,14
33/40,0,0,0,0,0,6,2,-2,2,5,-1,10,6,-9,4,-4,-1,-10,-5,-15,1,11,0,-1,3
16/21,0,0,4,-5,2,0,-3,1,-3,-1,8,7,8,7,-7,-4,6,13,2,4,-10,-16,-4,-8,-7
61/82,0,2,-3,0,6,6,-3,-2,6,4,8,-2,6,-6,-6,-3,-11,-13,3,10,12,6,4,6,-4
26/37,1,-2,-3,1,-5,-7,2,1,-3,-2,-7,-8,-6,-4,-6,-7,-9,-13,-14,-15,-5,5,0,6,12
29/4,0,-2,2,1,6,-5,2,1,-3,-10,0,6,-6,-6,11,7,6,1,1,6,11,12,-4,-6,-4
-8/5,0,-2,0,-5,4,2,6,1,-8,10,8,-6,2,8,0,10,6,4,8,-15,-1,-9,14,12,3
73/16,0,2,2,-5,0,6,6,0,2,10,-1,-6,-7,-6,-11,1,8,10,-14,13,-11,-8,6,-9,2
74/13,1,-2,-3,3,-3,-2,1,-2,3,0,-1,-11,-6,4,-11,-9,-12,10,5,-9,-1,-9,-13,-10,2
-2/11,1,-2,3,3,-2,2,-5,1,0,9,-4,-7,-1,6,1,1,-4,-8,-8,-9,-11,11,12,-1,13
20/33,0,0,0,-5,-2,2,2,1,6,-4,1,-3,-6,-2,-8,0,-9,13,-13,4,-7,-16,3,6,-6
19/35,0,-2,0,-5,-3,-5,-6,1,-3,-5,-4,-7,-1,10,-6,-6,2,-4,-14,-9,-7,11,8,-6,8
22/29,-1,-2,3,0,0,1,3,1,-9,-6,-1,-7,-6,1,-1,-4,-11,4,-3,4,-7,13,-3,-3,7
25/29,0,-2,0,-5,-1,-5,6,1,6,-6,3,-7,2,-9,-6,6,11,13,-10,-3,7,12,-16,-3,-3
10/7,-1,2,0,-5,-2,6,3,1,6,-10,-4,-8,-3,-1,-6,10,0,-7,12,12,2,2,-15,1,2
19/13,0,2,0,1,-3,-2,-3,1,-3,-8,3,-5,-2,-6,1,-4,4,-7,14,6,-5,5,2,-2,14
12/7,0,0,0,-5,0,4,-4,1,-3,10,0,10,-1,-7,-8,-11,10,-12,0,3,-11,6,0,9,7
-13/16,0,-2,3,-5,-3,-7,-3,-2,-3,4,-5,-7,-6,-6,-6,6,-7,-5,-6,-7,2,-10,-16,0,-5
-17/29,0,-2,0,-5,4,1,-8,1,-3,-6,-2,-5,-9,6,8,-2,0,-7,-12,3,12,4,-3,-12,8
-17/28,0,2,0,-5,6,4,-8,1,-3,-5,4,-1,-5,-1,-6,-10,-9,-10,-11,6,-13,-14,1,10,14
-18/31,1,0,-2,0,0,6,-5,1,-3,7,2,-2,10,1,0,-6,-4,2,-10,12,-5,-9,0,18,13
-19/27,0,0,2,-5,4,6,-1,1,-3,-3,-4,10,6,4,-6,-3,-4,-10,-4,0,-13,10,-5,0,12
4/15,0,0,0,-5,-5,0,5,1,3,-5,1,-7,3,-4,0,-2,6,-7,-5,3,-4,-1,4,-10,1
5/11,0,2,0,3,-2,-5,-6,1,-3,4,1,-11,-3,4,6,-2,-4,1,4,4,2,-7,-3,-14,7
1/15,0,0,0,0,-2,6,-3,-2,-4,-7,-4,-2,-1,1,3,1,6,-8,2,3,-10,-14,6,6,-2
6/25,-1,0,0,-5,-1,6,2,0,-8,9,1,10,2,-7,-1,-6,-4,-2,11,15,7,8,12,18,8
10/43,-1,2,0,3,-5,-1,2,1,1,0,6,2,-6,-12,0,0,-4,13,-14,6,4,-16,3,-14,-6
11/46,0,-2,0,0,0,-1,-3,1,0,4,-5,-6,0,-6,0,-10,7,-3,8,-9,-9,4,-9,-12,-6
12/53,0,0,1,3,4,6,-5,1,-3,6,-5,-5,-6,2,4,5,6,1,-3,16,11,15,3,1,6
17/52,0,-2,4,0,0,-2,-8,1,-4,-7,-1,10,8,8,0,3,4,10,3,6,2,-10,-3,-15,13
16/53,0,-2,-2,-5,-2,1,-3,1,-4,7,3,8,2,-10,1,5,-7,5,0,6,-2,-16,2,-14,-14
-3/35,0,0,0,-5,-3,-5,2,0,-8,3,2,-7,12,4,-8,10,-3,6,8,0,-13,12,3,-8,10
-3/34,0,0,-2,3,0,4,-2,1,2,4,1,8,-6,1,10,6,0,8,-14,-1,-1,-14,-12,-10,10
-16/95,0,2,0,3,-3,-1,6,-2,6,-1,1,8,-3,10,-11,-10,0,-7,2,16,-4,8,16,0,8
-21/95,0,0,0,1,0,4,2,-2,-6,4,-5,7,-1,-12,-4,-4,-12,0,5,-12,7,-14,12,2,9
-13/15,0,0,0,0,4,-7,5,1,-6,5,-9,-7,12,4,-6,-6,0,-7,-14,-3,-6,15,12,10,-2
-59/60,0,0,0,0,0,-5,4,1,0,3,-1,-6,-6,4,0,-4,-12,5,0,-4,2,-14,-12,6,2
-58/55,1,-2,0,1,-2,4,5,-2,4,-10,-9,-2,-1,12,0,-10,4,8,5,-7,7,4,-3,18,14
-8/9,0,0,0,3,-3,0,4,1,-8,-5,6,-3,-1,1,4,-7,6,-2,-7,6,2,4,4,6,1
-17/15,0,0,0,-5,-3,4,-8,1,-3,-3,3,2,-6,-3,4,5,-5,8,3,-9,-10,-4,2,-1,17
-31/28,0,-2,-3,-5,-3,-5,-3,1,-8,-7,-10,-11,2,-4,8,11,0,-10,-12,12,-10,6,-16,18,10
-54/53,1,0,3,-5,4,4,1,1,1,-4,6,6,6,1,-6,5,11,-8,5,4,-4,4,-1,0,-12
-28/31,0,-2,-3,1,-2,2,5,1,6,6,2,-2,-1,12,6,-3,0,-1,4,3,-11,6,-3,12,12
-29/31,0,2,0,1,0,0,-3,1,-3,-10,2,10,-9,-4,10,-4,-1,-5,8,9,-13,-7,3,6,12
-15/14,0,0,0,-5,2,4,2,-2,-8,4,1,-6,0,4,6,-11,-1,5,2,12,-11,-10,-4,6,-10
-12/13,0,0,2,-5,4,-2,2,1,-3,-5,3,-5,-6,4,0,1,9,-1,-12,-8,8,13,3,0,-18
-7/6,0,0,2,1,0,2,-3,1,6,2,-10,-2,-2,-4,-6,6,0,-1,-3,-1,0,-6,0,-4,-6
-25/19,0,-2,0,1,-5,4,-3,-2,1,-5,0,-11,3,-4,-11,4,1,8,-12,-15,2,11,6,-7,-18
-27/19,0,0,2,3,0,0,6,-2,-3,2,1,-7,-6,7,12,1,-9,-1,2,-3,-8,15,2,-2,10
-29/15,0,0,0,1,-5,-5,-5,1,6,-10,-9,-2,8,8,4,-2,-2,0,2,-4,-8,-15,-5,6,10
-32/49,0,2,3,-5,0,0,3,1,-4,10,3,-7,0,4,-11,6,-11,-5,-4,3,4,15,-16,18,14
-30/49,1,0,0,-5,4,2,5,1,-3,9,10,-5,0,4,13,-12,5,-2,1,8,14,0,-11,-14,10
-11/26,0,-2,2,1,0,-2,6,1,0,2,-9,8,-9,12,12,-9,-1,10,-11,-6,-13,13,-16,3,2
-17/27,0,0,1,3,-5,-1,-8,1,-3,2,3,6,10,-10,3,3,-1,4,-2,-1,7,-10,-9,-15,-12
-14/25,1,2,0,1,6,2,5,1,-6,-10,1,-3,1,-3,3,-2,9,-6,12,6,-5,8,3,3,12
-11/29,0,-2,0,3,0,-5,-4,1,6,-6,-8,-1,-6,-4,0,-6,6,-3,-6,6,-2,-6,16,18,-2
-37/7,0,-2,2,-5,-5,-5,-6,-2,-8,5,-1,-11,-3,8,-6,-2,-1,2,12,-2,10,5,16,-14,-1
-10/13,-1,-2,0,3,2,-2,5,1,-3,-8,-10,-7,2,1,8,-10,-9,6,8,-9,2,-14,9,12,17
-7/11,0,2,0,1,-2,2,-3,1,4,-7,-5,5,-6,9,0,10,0,10,2,-15,11,-8,4,-3,-7
31/19,0,2,1,1,0,1,1,-2,-8,2,-10,-7,-3,-2,8,6,-12,1,5,-15,-2,-8,4,10,-3
92/59,0,2,0,-5,-5,0,2,1,-7,-4,-8,-2,0,4,8,-11,10,-2,-11,13,14,12,10,1,11
85/63,0,0,0,-5,-5,1,-8,-2,-3,-5,1,7,-7,9,4,-3,-11,5,-10,13,0,-8,-3,-3,12
21/16,0,0,4,1,-1,6,-3,1,-4,3,3,7,8,-1,-11,-6,4,6,-4,14,2,4,6,6,-3
89/59,0,2,4,-5,-2,-1,-4,1,-8,-7,-1,7,-4,-10,-6,-10,10,2,-7,-12,-13,12,3,-13,-9
91/60,0,0,0,1,4,-7,6,1,6,-7,2,-8,0,-6,0,5,-4,4,-10,-12,-16,8,0,3,-19
17/13,0,-2,2,-5,-2,-2,-8,-2,-9,-5,10,10,-5,-2,0,-6,-12,1,-8,-9,4,-15,14,8,12
15/11,0,0,0,1,-2,6,-5,-2,-6,-2,2,6,6,-6,-6,-9,-2,6,2,8,-13,11,-4,-16,10
-11/71,0,-2,2,3,0,-1,-6,1,2,-5,4,-5,-6,4,0,2,6,-1,-7,4,14,6,-16,12,-14
-1/25,0,-2,0,-5,4,2,-6,-2,3,6,-9,-10,-6,-12,-6,3,13,-7,10,-4,4,-14,-16,-14,-1
-1/37,0,-2,0,3,0,6,5,0,6,-10,-5,-8,-1,-10,-2,6,-4,6,4,16,-6,-10,0,10,3
-7/73,0,-2,0,1,6,-5,-6,1,0,6,-5,10,-3,2,-11,11,-4,4,-3,-9,-6,9,15,6,-10
5/13,0,-2,0,1,0,-2,2,1,3,4,-4,2,0,8,-1,-11,-14,-7,4,5,11,-8,-16,-15,2
-33/20,0,0,0,-5,0,6,-5,1,3,2,3,-2,6,-2,-6,-3,0,8,-6,13,-13,4,-13,-6,11
-1/51,0,0,1,3,-2,2,-2,1,-3,-2,8,6,-5,8,-6,-2,-3,0,4,-9,-4,-16,5,-15,10
-1/48,0,0,0,0,0,2,-5,-2,3,5,-1,-5,0,-6,-8,-11,-4,2,6,-12,-10,-6,12,-1,10
77/72,0,0,0,1,0,4,5,-2,6,7,8,-2,12,8,4,6,-11,8,-12,0,6,5,-4,-6,9
71/67,0,-2,0,1,4,1,2,1,-4,-3,-1,10,-9,4,4,-10,-9,-8,0,-12,0,12,-7,-8,-7
35/33,0,0,0,1,-2,-5,3,1,-3,4,-6,-5,-1,-6,0,-6,0,10,-11,-4,-5,8,0,12,-2
71/69,0,0,2,1,0,-5,2,-2,0,-5,10,-2,-5,7,-11,4,-4,2,-12,-12,-8,-8,6,-10,14
68/69,0,0,-2,1,0,-5,-8,1,0,6,1,-5,6,-3,-2,-2,-1,-7,-10,-3,14,4,0,5,1
35/32,0,2,0,1,0,-5,-3,-2,-3,-7,-10,-6,4,-9,-3,6,-14,-5,4,-12,0,-16,-16,8,-10
68/65,0,2,0,1,0,-2,-8,1,2,-10,-6,10,0,8,6,1,-9,-6,12,7,0,-15,-5,10,-7
-13/4,0,-2,2,1,4,-7,4,-2,4,-2,-1,-1,-9,1,13,6,2,5,-3,11,2,-15,0,8,12
-20/7,0,2,0,-5,4,6,-6,1,3,6,6,10,3,5,-8,-3,-14,10,12,-1,-4,6,15,10,10
-8/3,0,0,2,1,-5,-6,2,-2,-3,6,10,-7,-1,-1,1,-3,-7,8,2,-3,2,8,-4,0,13
-61/53,0,2,0,-5,-2,-5,6,0,3,-10,-2,-2,-6,0,-3,5,-1,-13,9,-15,11,-8,6,8,8
-14/13,1,2,-2,1,-3,-2,6,1,2,3,10,-5,12,-9,0,1,1,13,-14,14,2,-5,-7,-7,-2
-28/25,0,-2,0,1,0,0,2,1,-3,6,0,11,-6,6,0,-3,0,0,5,11,-2,10,12,6,8
-31/26,0,2,1,-5,2,-2,-5,0,-3,7,-10,5,0,-6,0,10,-4,8,-11,6,6,-10,12,2,-7
-7/5,0,2,0,1,-2,-1,-6,-2,-8,4,3,-1,2,4,-6,1,0,-5,-8,-4,2,10,-6,-1,11
-22/15,-1,0,0,1,0,0,5,1,-4,3,-9,8,-5,-4,-2,1,-14,-1,10,-12,-4,9,-4,0,-12
-17/12,0,0,2,-5,4,-5,-8,1,1,4,-9,2,-7,4,-4,1,13,13,6,15,-1,6,8,6,2
11/18,0,0,0,0,0,2,5,1,3,0,1,-2,-6,10,0,-11,-7,-13,-2,0,-1,-5,-11,12,14
