-9/5,0,0,0,0,4,-6,2,1,1,-2,1,10,-1,0,0,-4,0,2,8,5,14,-10,6,-1,10
-30/11,-1,0,0,3,-2,0,2,1,4,0,8,-8,-6,4,10,-2,1,2,-2,7,2,4,-1,-15,9
-22/13,1,-2,4,0,0,-2,2,-2,-6,-4,0,-8,-2,4,4,-3,-2,-5,2,12,-7,-14,-3,10,-6
-48/23,0,0,1,-5,4,1,-4,-2,0,-5,6,2,-4,7,4,-2,-2,1,-6,2,-7,10,12,2,10
-49/24,0,0,1,1,-2,-5,-1,-2,-4,-2,2,10,0,-9,-6,10,-7,4,5,3,-16,10,4,18,10
81/7,0,0,-2,-5,6,-6,2,-2,-3,-3,4,8,0,6,0,-14,-1,1,-12,12,2,5,0,-12,8
25,0,2,0,-5,-2,6,-3,1,6,-2,-7,-7,6,-4,0,-2,-7,2,8,6,-11,8,-4,2,-2
-13/37,0,-2,2,-5,4,-7,1,-2,0,-7,3,-8,-3,4,12,-10,-14,5,8,-2,-6,10,6,12,11
-12/37,0,0,1,0,0,-6,-3,1,-3,9,-4,-8,3,4,4,-2,6,4,-10,4,0,5,-3,12,2
-8/17,0,-2,2,1,2,4,-2,1,-3,7,-5,-6,-6,4,0,0,5,-7,-14,-1,7,10,-7,-13,-3
-21/95,0,0,0,1,0,4,2,-2,-6,4,-5,7,-1,-12,-4,-4,-12,0,5,-12,7,-14,12,2,9
-7/32,0,2,1,1,4,2,6,-2,1,-5,-2,-1,-3,7,1,6,11,-11,-13,-1,14,-7,1,-12,12
-21/26,0,0,1,1,-2,-2,-4,1,-6,6,-4,-8,7,0,2,6,4,2,-12,0,-13,-16,-11,-6,-12
-41/52,0,2,2,-5,6,-2,-1,1,-4,-7,2,-2,-4,2,4,1,0,-7,-10,-9,10,-7,-6,3,-6
-17/30,0,0,0,1,-1,6,-8,-2,4,-5,8,10,8,-2,2,-11,-7,8,1,13,-13,-14,12,-12,6
5/96,0,0,0,0,-1,2,-6,1,3,6,3,-8,2,-2,-4,-4,7,4,5,-4,-13,-8,-16,6,8
-22,1,-2,2,1,0,-5,6,1,-3,6,-5,-2,-3,8,0,-2,-3,-7,12,-12,-13,-8,0,12,2
-43/4,0,-2,-2,-5,-2,6,-6,-2,6,4,-4,-2,6,-1,2,6,6,4,8,6,8,4,10,-3,13
5/8,0,2,0,-5,-1,6,1,-2,-3,-8,-1,5,6,-4,-10,7,1,-12,2,-9,0,8,17,12,10
-12/13,0,0,2,-5,4,-2,2,1,-3,-5,3,-5,-6,4,0,1,9,-1,-12,-8,8,13,3,0,-18
17/26,0,2,2,1,4,-2,-8,1,-8,-2,-5,-7,-6,10,-6,3,6,-5,-10,-1,-2,13,2,-1,-14
19/29,0,-2,0,-5,0,0,2,1,3,-6,6,-6,-5,-7,-8,11,-2,6,12,-12,-13,-4,-1,-1,-2
18,1,-3,3,-5,4,-5,4,1,6,-10,10,10,-6,-6,-6,6,0,6,0,-3,-4,0,-4,6,11
-35/6,0,0,0,1,4,-5,2,-2,-8,0,-1,-7,-6,6,4,1,6,-7,4,0,-2,-14,-3,6,2
-74/13,-1,2,0,-5,4,-2,-1,1,1,4,3,-11,-4,5,-11,-2,-7,0,5,9,0,-8,4,-17,0
-73/13,0,-2,1,3,-1,-2,2,1,-3,10,1,-7,-9,-6,0,-2,1,-1,8,-12,-11,4,7,-3,-10
-46/77,1,2,0,-5,-2,6,-1,-2,-7,6,1,-10,-6,1,7,6,6,-11,-2,13,-11,-8,-7,9,0
-23/39,0,0,3,3,0,-2,-4,1,-7,-10,2,10,8,4,0,5,0,4,10,-12,-14,10,0,6,-14
-19/11,0,2,4,-5,-2,1,-5,1,-3,6,10,-2,-7,-4,0,-11,11,4,-3,-3,-13,12,4,10,-2
-5/3,0,0,0,3,-1,6,-3,-2,2,-5,10,5,-6,2,8,6,0,-7,-12,3,-6,-6,3,10,2
59/42,0,0,0,-5,0,4,4,-2,4,0,3,-10,-6,2,0,-6,-12,1,10,8,4,6,-1,10,8
58/45,1,0,0,3,-2,2,-3,-2,3,-10,-9,6,0,1,-6,-10,-4,-13,0,7,4,5,-4,0,-2
29/23,0,2,-3,-5,4,6,-6,1,0,-10,-1,11,4,2,0,-9,-5,-10,-3,4,-11,-16,0,6,6
29/47,0,2,3,3,2,0,2,1,2,-10,-9,2,-9,-6,3,-14,-4,-4,-11,5,-6,10,-3,1,-2
31/43,0,2,2,3,-1,4,5,-2,-3,-2,-10,7,-5,-12,-1,-12,-10,-8,-14,12,-5,-8,-4,6,0
-13/5,0,2,0,3,-3,-7,5,1,6,0,4,11,-7,-4,-6,6,-2,8,5,15,12,-15,-3,-6,2
-12/11,0,0,-2,-5,-2,-6,-6,-2,-3,7,-9,-7,6,4,-11,-4,-11,-2,-4,-4,-5,8,-3,-3,2
7/2,0,-2,0,1,0,2,6,-2,-3,-10,10,-7,-3,-4,-6,-4,13,8,4,-15,5,4,4,10,1
65/16,0,-2,0,0,-1,-7,2,-2,-8,-3,6,10,-7,-3,0,-2,0,-1,8,0,-7,4,12,4,-14
11/2,0,2,3,1,0,6,2,1,-8,7,-8,-11,7,2,-3,-11,10,-11,-4,-15,14,-4,8,5,0
-17/13,0,2,0,3,0,-2,-8,1,0,0,-9,-6,-6,4,-8,-3,10,0,2,15,-10,-8,-15,-6,17
91/58,0,2,0,1,-5,-7,-3,1,-8,-6,4,6,2,1,-1,11,10,8,2,-12,0,-7,0,4,-6
-19/3,0,0,0,3,-5,4,2,1,-3,9,-10,-1,12,12,0,6,13,10,5,-15,-4,-11,6,3,16
-61/48,0,0,3,-5,-3,6,-4,-2,0,0,3,10,3,2,-2,-2,10,-13,2,-2,-2,-9,16,-17,-2
-57/47,0,0,1,-5,-2,2,-1,1,1,0,1,6,-1,-6,3,3,9,-7,12,6,-9,2,-7,-6,-18
-14/13,1,2,-2,1,-3,-2,6,1,2,3,10,-5,12,-9,0,1,1,13,-14,14,2,-5,-7,-7,-2
2/31,-1,-2,2,3,6,1,2,1,2,4,2,-8,6,8,0,-10,-2,-13,4,-15,-16,-8,-9,0,2
25/32,0,-2,0,0,0,0,-3,1,-3,-10,-7,-3,6,1,8,3,0,1,16,4,4,-8,-4,-6,2
93/26,0,0,3,1,-3,-2,3,1,6,-1,-10,-2,-7,6,6,-4,-12,-11,12,11,12,5,-16,-3,8
90/67,-1,0,0,-5,-1,-6,6,1,-3,10,10,-2,0,-10,0,-2,-13,-2,0,4,-13,-10,-9,6,9
-8/3,0,0,2,1,-5,-6,2,-2,-3,6,10,-7,-1,-1,1,-3,-7,8,2,-3,2,8,-4,0,13
-4/23,0,2,0,-5,4,2,2,1,0,7,4,-3,2,-1,-6,-2,-10,1,-14,0,-8,-4,6,12,11
-11/48,0,0,3,-5,0,-6,5,1,2,-2,3,7,6,9,0,-12,0,1,9,3,-14,-14,-3,9,2
-14/93,1,0,0,1,2,-6,5,-2,-3,-5,2,-7,-5,-2,8,11,0,-4,5,-15,-13,8,-6,2,1
-25/6,0,0,0,-5,4,4,-1,1,-3,7,2,10,-4,10,-6,-10,6,1,2,5,-13,4,-6,-12,0
-75/11,0,0,0,-5,-2,-5,-3,-2,1,0,-9,-5,2,-6,12,-6,-1,10,3,3,-11,-6,14,-6,10
31/11,0,-2,4,1,-2,-5,-4,1,3,4,-10,5,-6,4,6,-6,10,2,8,-7,-7,-12,-10,8,14
16/7,0,2,0,-5,4,-6,6,1,-4,2,-1,-10,-6,4,6,-2,-11,-4,5,8,8,-8,3,8,-6
94/35,1,-2,0,-5,-2,-1,-4,-2,0,-4,-1,11,-9,10,-8,3,0,-3,0,6,-4,-8,-3,10,10
91/36,0,0,4,1,-5,-7,2,1,3,9,3,-7,-1,6,-6,-14,-14,-4,5,15,-8,-14,0,-8,-6
91/34,0,2,1,1,-2,-7,-2,0,6,-3,-1,-5,4,4,10,-6,0,4,3,-12,2,-5,10,-1,-9
-83/75,0,0,0,3,-2,-6,-1,-2,-3,3,-9,-6,1,12,8,6,2,-10,8,-12,10,0,0,2,-7
-81/77,0,0,-2,-5,-2,1,-3,-2,6,4,2,-5,6,4,4,6,-7,10,-8,3,-6,0,-8,1,-18
61/81,0,0,4,3,4,1,-5,1,3,3,-9,2,12,2,0,-4,-4,-13,9,-8,4,-8,17,10,2
65/79,0,-2,0,0,4,-7,-4,1,6,10,-6,10,-2,10,-6,6,0,8,12,-4,12,-8,14,-12,13
-23/5,0,-2,0,0,-1,4,-4,-2,-7,6,-1,-7,6,-1,-2,-10,0,10,-2,9,-4,12,9,18,8
-46/13,1,-2,-2,-5,6,-2,2,-2,-7,0,6,-2,4,-1,-3,-2,0,8,3,0,-6,12,4,-8,14
-49/9,0,0,2,1,0,-1,-3,-2,-3,4,-4,10,-1,7,12,-10,-4,-10,-12,-12,2,-15,5,6,17
86/91,1,-2,4,-5,-2,-2,2,-2,2,6,10,6,-6,-1,1,3,4,-4,8,5,7,6,-16,4,11
93/65,0,0,0,0,2,-2,2,-2,-8,-4,-10,10,8,-7,1,4,6,13,-10,8,14,8,-4,-6,-12
92/67,0,-2,2,1,-3,6,-1,-2,-7,6,6,-2,0,7,8,0,2,-13,0,-7,7,-4,14,10,-2
-3/20,0,0,0,3,4,6,3,1,-3,10,-1,6,1,4,0,6,-5,-1,-12,-6,5,9,-6,18,8
-7/80,0,2,0,1,4,1,5,-2,4,4,-1,-2,-3,4,-8,-2,0,8,5,-2,1,13,12,-12,14
-15/32,0,0,0,-5,-3,-5,3,1,2,-3,4,-2,-4,-6,2,-2,0,8,-3,5,-5,0,16,8,18
-18/35,1,-3,0,-5,-1,4,3,1,6,-8,3,-7,3,-1,0,-3,6,-8,2,7,12,-1,-16,-6,13
-74/3,1,0,2,0,-5,2,5,-2,2,3,-9,-11,-4,-1,-6,1,-1,10,8,-8,4,13,0,-8,8
-28/27,0,0,0,1,-5,4,-3,1,-6,3,2,-7,-7,5,8,11,8,13,-14,8,10,5,-4,12,-5
-61/57,0,0,0,1,0,-6,-3,-2,3,5,6,-2,8,7,-6,-6,0,-13,14,11,-2,6,-7,6,8
-64/57,0,0,-3,1,-5,-5,6,-2,-3,-4,10,-5,0,4,-7,-4,-4,10,6,-15,-6,10,-4,0,12
-56/33,0,0,3,1,-2,-5,2,1,-4,6,3,2,-9,4,-1,-10,-4,2,12,4,-5,12,3,-6,-2
20/7,0,-2,0,-5,2,2,5,-2,-6,6,-7,-11,-6,4,0,6,6,1,-11,4,-2,-16,0,2,14
-11/67,0,2,2,1,0,2,5,1,-8,-7,-10,-6,-9,6,-10,1,4,-10,0,8,11,1,-15,6,6
-6/37,1,0,-3,-5,-3,1,5,1,-6,0,1,-8,-7,-6,4,9,-9,-1,-13,6,2,-9,8,18,-3
-22/31,-1,-2,0,1,0,-6,-3,-2,-8,-10,2,-5,0,4,11,-3,4,-6,-2,-12,-6,-16,10,10,1
-29/48,0,0,0,0,-5,-5,-3,1,-4,-10,-1,-1,-1,4,-6,-2,1,-5,8,4,-6,-8,-3,12,-6
-6/19,-1,0,2,3,-1,6,2,-2,-3,-10,4,-7,-5,7,0,-9,11,4,2,0,-13,-14,4,-6,-6
65/99,0,0,0,1,-2,-7,4,1,2,5,4,-5,12,2,1,4,11,1,-2,-2,-10,-8,12,10,-2
-76/89,0,2,0,3,-5,6,5,1,6,7,10,11,-5,-9,1,-2,-7,1,-13,-15,4,2,14,-8,-6
-72/85,0,0,0,-5,-1,6,-2,-2,3,6,-5,-2,-6,1,-6,-9,-4,-6,4,3,-10,9,8,6,14
-59/37,0,2,3,1,6,2,2,1,0,-10,4,-8,6,-6,4,9,-12,-1,5,-12,0,6,-7,0,2
-62/39,-1,0,2,1,0,-2,-3,-2,-4,-5,-10,-1,-1,4,-6,0,11,2,2,-9,6,-4,-3,-1,-5
-20/13,0,2,0,1,-5,-2,2,1,6,2,-1,10,-4,9,-11,-2,5,-11,4,-12,0,-4,-4,8,13
-47/26,0,-2,2,1,-1,-2,-3,1,-3,-4,-4,10,6,1,-8,1,4,13,2,-12,-16,-1,-16,1,-8
-48/25,0,0,0,1,2,-1,5,-2,-4,-5,-1,-8,3,-6,-6,-11,-5,-10,-2,-15,-16,15,-4,-14,14
-91/46,0,-2,1,1,-3,-7,-3,-2,0,10,-9,-1,-1,2,0,5,0,2,-2,-2,-11,-6,6,-16,-7
26/35,-1,2,0,-5,-1,-7,-4,1,2,3,-1,-11,2,1,6,6,0,0,-6,3,-6,-16,-11,-1,-14
49/71,0,-2,1,1,-5,-6,2,-2,-3,-4,-6,5,3,5,-1,1,11,-4,-10,4,12,-16,6,-2,-10
25/37,0,2,0,1,0,6,2,-2,6,3,1,-8,-5,10,0,-3,8,10,2,-12,4,-15,0,-3,8
-19/5,0,2,0,1,4,-5,2,1,6,-7,-8,10,-4,-2,-6,6,1,-7,5,8,5,-6,14,-17,6
-37/6,0,0,-3,1,-2,-1,-3,1,-3,-10,1,-11,4,-6,-2,-6,-4,-13,-4,8,11,11,-7,12,-7
-71/18,0,0,2,-5,-3,-5,2,-2,-3,-5,0,-1,-6,12,-10,0,0,13,4,-12,-13,0,10,-6,6
-34/43,1,-2,-3,0,-5,4,-8,1,-9,10,1,-5,-3,-12,13,-2,0,1,2,-4,11,-14,2,-15,-6
-30/43,-1,0,0,-5,0,6,-3,-2,6,-7,-9,-3,7,-12,-11,1,-12,-8,0,6,-16,-10,-7,6,3
-36/7,0,-3,0,-5,0,-6,1,-2,6,0,8,-5,-4,-6,-6,6,-3,-5,-7,3,-6,1,3,-6,-5
-40/7,0,-2,0,-5,6,4,-3,1,4,6,3,2,1,-4,2,6,2,-5,5,-9,-7,-1,-4,-3,2
-10/3,1,0,0,1,-3,2,-3,-2,1,4,2,-7,-3,7,0,-11,-11,-6,11,0,7,-8,12,-3,-19
28/23,0,-2,0,1,2,-5,3,-2,0,-4,3,6,3,4,-6,-2,-4,2,2,6,-5,12,-16,12,9
-25/64,0,-2,0,3,4,6,-6,-2,-3,7,3,-2,-1,8,10,6,-1,5,14,-12,6,13,4,-6,14
27/5,0,0,0,-5,-5,-5,-6,-2,6,-5,-2,6,-4,-7,-6,6,-4,-10,-14,-7,-14,5,4,2,18
38/9,-1,0,3,-5,-2,2,-3,1,-8,4,10,5,0,4,-8,6,-3,-4,-10,8,2,6,-16,-10,-6
7/19,0,2,2,1,4,6,6,-2,0,-5,-6,2,8,1,-6,-2,0,-2,0,-12,-13,-4,-11,1,-1
-82/49,-1,-2,3,-5,6,2,1,1,3,6,1,-11,-4,9,12,7,-1,-6,-8,7,2,-14,0,10,-6
-83/50,0,-2,0,0,6,-1,5,0,6,3,-7,-2,8,-4,-6,6,-12,2,-11,-15,-1,-4,0,-15,-9
-8/9,0,0,0,3,-3,0,4,1,-8,-5,6,-3,-1,1,4,-7,6,-2,-7,6,2,4,4,6,1
-23/47,0,-2,0,0,4,0,-1,1,-7,10,4,-1,3,2,3,1,6,1,4,-13,-2,0,3,-15,-4
11/47,0,2,0,-5,0,1,-1,1,3,0,-1,11,-5,6,3,9,6,-5,-12,9,-13,-6,12,-7,-2
7/31,0,2,-2,1,-1,-5,-4,1,-8,-10,2,-2,4,10,-4,-2,4,10,1,14,12,-4,2,18,10
-17/19,0,2,3,-5,-1,-5,-8,-2,6,6,-10,-2,6,0,6,-2,-2,6,8,6,10,-8,6,-8,14
-14/15,-1,0,0,1,-1,-6,1,-2,-9,4,-4,-8,10,-2,0,-2,5,-13,10,-3,-10,-8,7,-8,0
14/51,1,0,2,1,-1,6,-2,1,1,-1,1,8,7,5,-6,1,-4,-5,-12,-12,11,12,-9,6,-2
3/13,0,0,4,-5,4,-2,6,1,6,-1,-5,5,6,6,10,1,-4,-10,4,-9,11,-10,5,12,18
20/13,0,-2,0,0,6,-2,6,-2,-8,-4,1,-6,-1,7,-11,-4,6,2,-14,6,4,11,0,-12,-5
