25/33,10000.0000000000
28/37,10000.0000000000
33/40,10000.0000000000
16/21,10000.0000000000
61/82,10000.0000000000
26/37,10000.0000000000
29/4,10000.0000000000
-8/5,10000.0000000000
73/16,10000.0000000000
74/13,10000.0000000000
-2/11,10000.0000000000
20/33,10000.0000000000
19/35,10000.0000000000
22/29,10000.0000000000
25/29,10000.0000000000
10/7,10000.0000000000
19/13,10000.0000000000
12/7,10000.0000000000
-13/16,10000.0000000000
-17/29,10000.0000000000
-17/28,10000.0000000000
-18/31,10000.0000000000
-19/27,10000.0000000000
4/15,10000.0000000000
5/11,10000.0000000000
1/15,10000.0000000000
6/25,10000.0000000000
10/43,10000.0000000000
11/46,10000.0000000000
12/53,10000.0000000000
17/52,10000.0000000000
16/53,10000.0000000000
-3/35,10000.0000000000
-3/34,10000.0000000000
-16/95,10000.0000000000
-21/95,10000.0000000000
-13/15,10000.0000000000
-59/60,10000.0000000000
-58/55,10000.0000000000
-8/9,10000.0000000000
-17/15,10000.0000000000
-31/28,10000.0000000000
-54/53,10000.0000000000
-28/31,10000.0000000000
-29/31,10000.0000000000
-15/14,10000.0000000000
-12/13,10000.0000000000
-7/6,10000.0000000000
-25/19,10000.0000000000
-27/19,10000.0000000000
-29/15,10000.0000000000
-32/49,10000.0000000000
-30/49,10000.0000000000
-11/26,10000.0000000000
-17/27,10000.0000000000
-14/25,10000.0000000000
-11/29,10000.0000000000
-37/7,10000.0000000000
-10/13,10000.0000000000
-7/11,10000.0000000000
31/19,10000.0000000000
92/59,10000.0000000000
85/63,10000.0000000000
21/16,10000.0000000000
89/59,10000.0000000000
91/60,10000.0000000000
17/13,10000.0000000000
15/11,10000.0000000000
-11/71,10000.0000000000
-1/25,10000.0000000000
-1/37,10000.0000000000
-7/73,10000.0000000000
5/13,10000.0000000000
-33/20,10000.0000000000
-1/51,10000.0000000000
-1/48,10000.0000000000
77/72,10000.0000000000
71/67,10000.0000000000
35/33,10000.0000000000
71/69,10000.0000000000
68/69,10000.0000000000
35/32,10000.0000000000
68/65,10000.0000000000
-13/4,10000.0000000000
-20/7,10000.0000000000
-8/3,10000.0000000000
-61/53,10000.0000000000
-14/13,10000.0000000000
-28/25,10000.0000000000
-31/26,10000.0000000000
-7/5,10000.0000000000
-22/15,10000.0000000000
-17/12,10000.0000000000
11/18,10000.0000000000
15/23,10000.0000000000
4/51,10000.0000000000
3/26,10000.0000000000
-1/9,10000.0000000000
-4/45,10000.0000000000
-8/47,10000.0000000000
-14/95,10000.0000000000
-7/47,10000.0000000000
-11/100,10000.0000000000
-15/11,10000.0000000000
13/29,10000.0000000000
-73/12,10000.0000000000
-71/11,10000.0000000000
-33/4,10000.0000000000
-37/47,10000.0000000000
2/21,10000.0000000000
7/24,10000.0000000000
-10,10000.0000000000
23/21,10000.0000000000
47/27,10000.0000000000
-11/10,10000.0000000000
-20/23,10000.0000000000
-16/15,10000.0000000000
-11/16,10000.0000000000
-45/47,10000.0000000000
63/43,10000.0000000000
35/22,10000.0000000000
38/23,10000.0000000000
20/13,10000.0000000000
23/11,10000.0000000000
33/26,10000.0000000000
31/23,10000.0000000000
-16/29,10000.0000000000
2/11,10000.0000000000
