-10/13,-1,-2,0,3,2,-2,5,1,-3,-8,-10,-7,2,1,8,-10,-9,6,8,-9,2,-14,9,12,17
-9/11,0,0,4,3,-2,4,-1,-2,6,6,-6,-5,-4,8,-8,-14,-13,8,-10,6,-10,6,12,18,8
19/28,0,2,-3,-5,4,1,5,1,-3,10,-10,10,6,-10,-8,1,0,1,-13,14,-1,4,3,3,11
16/29,0,-2,1,1,4,2,1,-2,6,-6,1,6,7,2,4,6,10,8,4,4,-16,5,9,1,-14
11/15,0,0,0,-5,0,6,2,1,-3,6,-5,10,-9,4,0,6,4,-6,-12,6,2,5,4,-6,12
-74/13,-1,2,0,-5,4,-2,-1,1,1,4,3,-11,-4,5,-11,-2,-7,0,5,9,0,-8,4,-17,0
-71/12,0,0,2,-5,2,-6,-3,1,-9,4,2,-6,-6,-12,0,-2,4,-4,-11,-12,2,12,11,0,18
-49/79,0,-2,1,1,-2,1,5,1,6,-5,10,-2,-4,8,0,-2,-14,-5,-14,8,-6,-8,-10,0,13
-25/37,0,-2,0,-5,-1,-6,2,1,-3,6,2,-8,0,4,-4,-6,-11,1,-8,6,12,-12,-4,-6,-12
-26/41,-1,-2,2,-5,4,-7,-5,1,-9,6,4,-8,6,-1,4,-9,1,-3,12,-12,-13,4,12,-14,9
-8/5,0,-2,0,-5,4,2,6,1,-8,10,8,-6,2,8,0,10,6,4,8,-15,-1,-9,14,12,3
-17/11,0,-2,2,0,-2,0,-8,-2,3,0,-8,-7,8,-6,0,-4,-11,-13,-14,4,-11,-11,4,0,-10
57/40,0,0,0,3,4,-5,4,1,6,0,-9,-5,6,0,-8,6,6,1,4,-5,-13,8,4,-8,8
14/11,1,2,1,1,-2,-6,-4,-2,6,-2,-8,-2,-6,-1,0,-3,6,1,4,15,2,-9,4,-6,2
61/46,0,2,0,3,-2,-5,5,-2,0,6,-6,-2,-5,-4,-2,-2,0,-13,-10,2,-6,-14,1,10,8
59/45,0,0,0,0,-3,6,-1,-2,6,7,-6,-8,6,12,0,-2,-12,-5,-12,3,-8,-10,2,1,9
10/7,-1,2,0,-5,-2,6,3,1,6,-10,-4,-8,-3,-1,-6,10,0,-7,12,12,2,2,-15,1,2
27/46,0,0,-3,-5,0,0,5,0,0,-4,-1,-2,-4,4,4,-12,0,2,4,-9,1,6,4,6,2
30/43,1,0,0,1,-2,2,-4,1,-3,-1,10,-2,2,-12,-11,11,10,-7,-2,12,1,-6,1,-14,12
-5/3,0,0,0,3,-1,6,-3,-2,2,-5,10,5,-6,2,8,6,0,-7,-12,3,-6,-6,3,10,2
10,1,2,0,3,6,2,-1,-2,6,10,1,-5,10,-4,4,6,0,-2,-3,-8,-4,-12,10,-13,-7
23/37,0,-2,1,0,-2,-5,-6,1,-7,0,-5,-8,6,-9,10,-3,0,-1,-11,-15,2,-8,4,1,-14
8/11,0,2,2,1,-2,-1,-1,1,3,-4,3,-1,-6,-9,12,2,9,8,11,-9,11,-6,14,2,17
17/23,0,2,1,-5,2,1,-8,1,0,-7,-7,-8,2,4,1,-11,-9,10,-14,-8,14,11,3,-15,-1
24/35,0,0,0,-5,-5,6,1,-2,6,-2,6,-7,0,4,0,-12,4,-1,5,16,2,10,4,-14,-5
-19/3,0,0,0,3,-5,4,2,1,-3,9,-10,-1,12,12,0,6,13,10,5,-15,-4,-11,6,3,16
-39/8,0,0,2,3,-1,-7,-1,-2,-8,-4,1,-7,-1,-2,2,-3,-4,6,4,12,-4,-5,8,-4,-4
-70/19,-1,-2,0,1,4,2,3,-2,2,6,3,-2,-2,7,-4,-2,-10,-8,4,-2,-6,9,-16,-6,-5
-71/19,0,2,0,-5,0,6,1,-2,1,10,-2,-1,6,4,0,5,0,8,16,-12,2,8,2,8,-2
-31/42,0,0,3,-5,6,6,5,1,6,4,-10,-5,10,12,0,-6,7,1,8,8,-16,8,2,10,-12
-13/2,0,2,4,-5,6,-7,-6,-2,-3,-5,-5,-8,-6,9,0,2,8,13,-13,6,7,13,-1,-12,11
