-5/6,10000.0000000000
29/35,10000.0000000000
30/37,10000.0000000000
61/83,10000.0000000000
13/18,10000.0000000000
59/79,10000.0000000000
29/5,10000.0000000000
-23/11,10000.0000000000
-18/13,10000.0000000000
-21/13,10000.0000000000
-23/10,10000.0000000000
73/12,10000.0000000000
-2/15,10000.0000000000
-5/11,10000.0000000000
18/31,10000.0000000000
21/32,10000.0000000000
90/67,10000.0000000000
87/68,10000.0000000000
11/6,10000.0000000000
-9/11,10000.0000000000
7/9,10000.0000000000
14/27,10000.0000000000
13/29,10000.0000000000
11/26,10000.0000000000
-72/11,10000.0000000000
-71/9,10000.0000000000
-29/69,10000.0000000000
-15/34,10000.0000000000
-41/46,10000.0000000000
9/46,10000.0000000000
4/23,10000.0000000000
-41/2,10000.0000000000
-26/3,10000.0000000000
-26,10000.0000000000
26/5,10000.0000000000
24/5,10000.0000000000
66/17,10000.0000000000
-13/18,10000.0000000000
-15/19,10000.0000000000
-7/5,10000.0000000000
-15/14,10000.0000000000
-18/29,10000.0000000000
-2/11,10000.0000000000
-24,10000.0000000000
11/25,10000.0000000000
15/43,10000.0000000000
7/43,10000.0000000000
11/43,10000.0000000000
-12/11,10000.0000000000
17/52,10000.0000000000
11/50,10000.0000000000
9/53,10000.0000000000
-1/9,10000.0000000000
-3/20,10000.0000000000
-8/47,10000.0000000000
-1/5,10000.0000000000
-16/97,10000.0000000000
-15/97,10000.0000000000
-14/15,10000.0000000000
-7/6,10000.0000000000
-64/57,10000.0000000000
-31/30,10000.0000000000
-59/57,10000.0000000000
-61/59,10000.0000000000
-29/26,10000.0000000000
-19/18,10000.0000000000
-23/17,10000.0000000000
-23/20,10000.0000000000
-8/7,10000.0000000000
-57/59,10000.0000000000
-29/51,10000.0000000000
-30/49,10000.0000000000
-15/26,10000.0000000000
2/5,10000.0000000000
25/29,10000.0000000000
23/31,10000.0000000000
-16/19,10000.0000000000
-39/46,10000.0000000000
-77/95,10000.0000000000
-13/15,10000.0000000000
-17/22,10000.0000000000
-45/46,10000.0000000000
61/45,10000.0000000000
66/41,10000.0000000000
37/25,10000.0000000000
29/22,10000.0000000000
31/25,10000.0000000000
-17/33,10000.0000000000
-40/7,10000.0000000000
-10/3,10000.0000000000
-39/4,10000.0000000000
-47/81,10000.0000000000
-2/13,10000.0000000000
-7/13,10000.0000000000
-13/34,10000.0000000000
-5/34,10000.0000000000
23/41,10000.0000000000
20/37,10000.0000000000
13/17,10000.0000000000
-24/5,10000.0000000000
-28/3,10000.0000000000
-17/6,10000.0000000000
-13/4,10000.0000000000
-17/12,10000.0000000000
-61/54,10000.0000000000
-34/23,10000.0000000000
-21/16,10000.0000000000
-15/11,10000.0000000000
13/21,10000.0000000000
-23/5,10000.0000000000
-9,10000.0000000000
-26/7,10000.0000000000
21/23,10000.0000000000
47/30,10000.0000000000
95/59,10000.0000000000
87/65,10000.0000000000
88/63,10000.0000000000
44/31,10000.0000000000
83/67,10000.0000000000
-6/5,10000.0000000000
-4/37,10000.0000000000
-8/75,10000.0000000000
-10/71,10000.0000000000
-4/7,10000.0000000000
3/13,10000.0000000000
-31/19,10000.0000000000
-31/18,10000.0000000000
-29/19,10000.0000000000
-17/7,10000.0000000000
5/47,10000.0000000000
5/48,10000.0000000000
8/15,10000.0000000000
-22/21,10000.0000000000
-4/59,10000.0000000000
31/20,10000.0000000000
59/42,10000.0000000000
10/7,10000.0000000000
60/43,10000.0000000000
4/17,10000.0000000000
-79/53,10000.0000000000
-81/53,10000.0000000000
-9/5,10000.0000000000
-5/3,10000.0000000000
-38/27,10000.0000000000
14/13,10000.0000000000
71/69,10000.0000000000
70/67,10000.0000000000
71/64,10000.0000000000
36/35,10000.0000000000
7/3,10000.0000000000
22/9,10000.0000000000
-23/14,10000.0000000000
-21/19,10000.0000000000
-29/49,10000.0000000000
-14/19,10000.0000000000
-23/48,10000.0000000000
-46/93,10000.0000000000
-48/97,10000.0000000000
-48/95,10000.0000000000
-1/45,10000.0000000000
-2/31,10000.0000000000
-26/17,10000.0000000000
-19/13,10000.0000000000
-93/53,10000.0000000000
-17/49,10000.0000000000
-15/49,10000.0000000000
60/77,10000.0000000000
2/7,10000.0000000000
5/23,10000.0000000000
13/35,10000.0000000000
-43/36,10000.0000000000
-28/27,10000.0000000000
-80/79,10000.0000000000
-28/25,10000.0000000000
-14/13,10000.0000000000
-7/45,10000.0000000000
-13/93,10000.0000000000
-8/5,10000.0000000000
-29/18,10000.0000000000
-13/7,10000.0000000000
29/6,10000.0000000000
59/13,10000.0000000000
53/13,10000.0000000000
1/12,10000.0000000000
3/49,10000.0000000000
4/51,10000.0000000000
-3/53,10000.0000000000
-1/27,10000.0000000000
35/46,10000.0000000000
40/49,10000.0000000000
-6/23,10000.0000000000
-7/23,10000.0000000000
-9/35,10000.0000000000
-44/39,10000.0000000000
-46/39,10000.0000000000
-22/23,10000.0000000000
-31/32,10000.0000000000
-26/31,10000.0000000000
43/29,10000.0000000000
41/30,10000.0000000000
47/20,10000.0000000000
92/37,10000.0000000000
98/37,10000.0000000000
94/33,10000.0000000000
97/35,10000.0000000000
-40/19,10000.0000000000
-15/22,10000.0000000000
-29/44,10000.0000000000
-11/16,10000.0000000000
-7/8,10000.0000000000
-13/16,10000.0000000000
-23/37,10000.0000000000
-3/5,10000.0000000000
43/30,10000.0000000000
4/13,10000.0000000000
5/19,10000.0000000000
11/38,10000.0000000000
3/14,10000.0000000000
8/39,10000.0000000000
11/41,10000.0000000000
19/81,10000.0000000000
17/75,10000.0000000000
14/79,10000.0000000000
-47/45,10000.0000000000
-7/11,10000.0000000000
-43/41,10000.0000000000
-43/39,10000.0000000000
-6/43,10000.0000000000
-11/43,10000.0000000000
37/31,10000.0000000000
37/33,10000.0000000000
-11/15,10000.0000000000
-44/43,10000.0000000000
23/37,10000.0000000000
45/76,10000.0000000000
17/27,10000.0000000000
15/49,10000.0000000000
19/47,10000.0000000000
1/86,10000.0000000000
-4/83,10000.0000000000
1/41,10000.0000000000
-1/42,10000.0000000000
-7/43,10000.0000000000
-3/41,10000.0000000000
-41/19,10000.0000000000
21/10,10000.0000000000
-27/28,10000.0000000000
27/5,10000.0000000000
16/7,10000.0000000000
54/95,10000.0000000000
27/43,10000.0000000000
-77/52,10000.0000000000
-85/48,10000.0000000000
-88/49,10000.0000000000
-92/61,10000.0000000000
-88/61,10000.0000000000
-43/30,10000.0000000000
-86/53,10000.0000000000
-88/53,10000.0000000000
-47/27,10000.0000000000
-35/11,10000.0000000000
16,10000.0000000000
-20/7,10000.0000000000
19/34,10000.0000000000
-9/92,10000.0000000000
46/35,10000.0000000000
13/11,10000.0000000000
18,10000.0000000000
19/3,10000.0000000000
95/14,10000.0000000000
49,10000.0000000000
49/3,10000.0000000000
-26/99,10000.0000000000
-1/44,10000.0000000000
-7/44,10000.0000000000
2/27,10000.0000000000
-3/46,10000.0000000000
-19/93,10000.0000000000
58/95,10000.0000000000
58/97,10000.0000000000
-15/17,10000.0000000000
-16/13,10000.0000000000
-43/34,10000.0000000000
-44/35,10000.0000000000
-89/69,10000.0000000000
-46/33,10000.0000000000
-91/68,10000.0000000000
-43/32,10000.0000000000
-83/59,10000.0000000000
-82/63,10000.0000000000
-87/62,10000.0000000000
-86/59,10000.0000000000
7/81,10000.0000000000
20,10000.0000000000
1/40,10000.0000000000
1/22,10000.0000000000
11/87,10000.0000000000
14/83,10000.0000000000
6/25,10000.0000000000
9/83,10000.0000000000
13/86,10000.0000000000
1/13,10000.0000000000
2/21,10000.0000000000
28/9,10000.0000000000
29/10,10000.0000000000
-27/31,10000.0000000000
-23/40,10000.0000000000
-26/37,10000.0000000000
-10,10000.0000000000
-37/101,10000.0000000000
-37/100,10000.0000000000
