-59/48,0,0,2,3,6,-5,2,1,-3,5,-6,6,2,-7,-6,-11,-12,6,4,-3,-5,11,-4,12,12
-17/15,0,0,0,-5,-3,4,-8,1,-3,-3,3,2,-6,-3,4,5,-5,8,3,-9,-10,-4,2,-1,17
-1/33,0,0,2,-5,-2,4,4,1,-6,6,0,-6,-5,-1,6,6,-7,13,-12,2,14,9,2,-15,2
72/97,0,-3,2,-5,0,6,-5,-2,-9,9,10,-5,0,6,-8,-2,4,2,4,-15,-8,-1,-12,6,4
91/27,0,0,-2,1,4,-7,-3,1,-8,-1,4,10,-6,4,-4,-4,4,4,14,0,-11,0,7,-6,14
88/69,0,0,0,3,0,-1,2,0,0,-5,8,-8,8,-4,-1,-11,6,-4,2,-4,-13,11,-3,-14,-4
-9/5,0,0,0,0,4,-6,2,1,1,-2,1,10,-1,0,0,-4,0,2,8,5,14,-10,6,-1,10
-9/46,0,-3,4,3,-5,-5,6,1,0,-5,10,7,-1,4,6,-10,-3,2,-3,-5,0,-15,-16,-7,6
-17/95,0,-2,0,0,4,6,-8,-2,6,4,2,-2,-6,-2,-10,6,-9,8,-11,8,0,6,8,10,-12
-5/3,0,0,0,3,-1,6,-3,-2,2,-5,10,5,-6,2,8,6,0,-7,-12,3,-6,-6,3,10,2
-75/16,0,0,0,0,4,2,1,1,4,-5,-5,-6,3,-2,4,-2,4,-8,12,8,7,-11,-4,10,13
-72/13,0,0,4,1,0,-2,4,1,-8,3,-10,-2,7,7,-6,-4,4,10,-2,-5,-1,5,1,8,-8
47/42,0,0,0,-5,-3,6,-3,-2,-8,-5,-2,10,1,-3,-8,-3,-7,-11,-12,15,-2,-16,17,-9,18
31/12,0,0,0,1,0,-5,-3,0,-6,-4,-10,10,1,10,-10,9,-3,6,-11,0,-11,4,2,-13,2
92/37,0,-2,0,-5,-5,-6,-3,-2,-7,-8,-5,-8,-6,10,11,-12,2,2,2,0,-10,-14,-16,3,-10
89/34,0,-2,4,1,-5,1,-2,-2,2,-5,-5,-3,12,-7,-1,-4,-10,13,2,14,-5,-8,6,-13,-14
-82/77,-1,2,2,-5,-2,-5,-5,-2,3,3,-5,-7,-4,4,-6,-3,-2,-2,-12,-8,-5,-4,6,-10,-7
