35/34,0,-2,0,1,-1,-6,-2,1,-4,6,-1,10,-5,4,11,-10,0,-2,10,-12,-4,-14,2,-3,12
32/33,0,0,1,-5,-2,6,-6,1,-8,-5,4,6,0,-7,-6,10,-13,2,10,0,-2,5,4,10,-13
9/8,0,-3,-3,1,0,-6,3,-2,0,-5,-5,-2,0,7,0,4,-4,13,-12,-8,-13,10,-3,6,14
19/17,0,-2,3,-5,4,-5,-2,1,-6,-2,1,-8,-6,5,-4,-6,-11,1,2,3,11,-15,4,4,-2
71/70,0,-2,0,-5,-3,-1,-1,1,6,-10,-5,-5,-6,4,-8,-4,4,4,-2,-12,-11,15,12,8,-4
37/34,0,2,3,-5,-3,1,-2,1,6,3,-6,-11,-3,9,-6,0,2,6,2,-8,-1,-7,-9,6,12
35/32,0,2,0,1,0,-5,-3,-2,-3,-7,-10,-6,4,-9,-3,6,-14,-5,4,-12,0,-16,-16,8,-10
17/14,0,2,2,-5,-1,-5,-8,1,-6,-3,1,-7,10,6,-6,-7,6,-5,8,-4,6,0,12,-6,2
-10/3,1,0,0,1,-3,2,-3,-2,1,4,2,-7,-3,7,0,-11,-11,-6,11,0,7,-8,12,-3,-19
-29/27,0,0,-3,0,-2,2,-4,-2,6,-10,0,2,-6,-1,13,1,-4,-6,4,-15,-14,4,12,-2,-2
-67/50,0,2,0,3,0,2,3,1,1,-5,3,6,-4,9,6,-10,-14,-13,-5,-3,-6,8,16,6,8
-31/26,0,2,1,-5,2,-2,-5,0,-3,7,-10,5,0,-6,0,10,-4,8,-11,6,6,-10,12,2,-7
-3/5,0,0,0,-5,2,0,-3,-2,0,4,10,6,-3,12,6,6,8,-11,14,12,11,6,-3,9,-14
-6/5,1,0,0,3,-5,-5,-4,-2,6,6,-5,-2,-9,8,-6,2,-10,-4,-4,4,0,-1,1,-12,-12
-16/15,0,0,0,-5,4,-5,-3,1,6,-8,2,-1,-4,-10,-8,-10,-1,-5,9,-15,-11,-11,10,-15,18
-28/27,0,0,0,1,-5,4,-3,1,-6,3,2,-7,-7,5,8,11,8,13,-14,8,10,5,-4,12,-5
-25/26,0,2,0,1,-1,-2,4,-2,3,-10,-5,-7,-4,-1,6,11,-12,1,3,15,-13,4,14,-14,3
-11/8,0,-2,-2,3,0,2,2,0,-3,-3,10,-1,-6,-1,0,-2,4,-7,2,2,10,-16,15,-14,6
-29/26,0,-2,4,-5,-5,-2,-1,1,-8,-10,3,-1,8,2,-4,-7,-12,-11,14,-3,-6,-14,12,-1,-2
-17/19,0,2,3,-5,-1,-5,-8,-2,6,6,-10,-2,6,0,6,-2,-2,6,8,6,10,-8,6,-8,14
2/25,1,-2,0,-5,0,4,-3,-2,-3,3,1,-1,-6,-10,0,-12,0,-3,5,-3,-8,11,1,2,6
2/49,1,-2,-3,-5,4,-5,3,-2,-6,5,2,-1,-1,1,2,-4,-4,-2,8,-1,11,10,4,-7,-2
