-5/6,0,0,0,-5,-5,2,-6,1,-8,-2,-7,-6,1,6,0,6,11,-4,2,-5,7,-6,5,-17,-4
29/35,0,2,0,-5,0,-1,6,-2,1,-10,0,-8,-7,5,0,3,6,-11,-11,4,-9,10,-3,10,6
30/37,-1,0,0,0,-1,4,-1,1,1,4,-5,-8,0,4,0,6,6,10,4,8,7,9,2,0,-13
61/83,0,-2,2,1,-5,6,6,1,2,0,-4,-2,6,4,-7,-2,4,-13,10,-5,0,8,-16,0,-6
13/18,0,0,0,-5,4,-7,-3,1,6,-5,1,10,3,2,11,-2,6,8,-11,0,7,-8,-10,1,-2
59/79,0,-2,4,-5,-1,6,-1,-2,-4,-10,-4,-10,0,-4,-6,1,-12,-1,2,-12,2,-8,4,3,-18
29/5,0,2,0,3,0,4,3,1,-3,-10,3,-6,-6,1,1,-2,0,6,-2,8,4,-15,4,6,-1
-23/11,0,-2,3,3,-2,-5,4,-2,-7,3,3,-2,-3,4,-6,-9,-14,-1,11,8,-13,-4,5,6,11
-18/13,-1,0,2,-5,-1,-2,-3,-2,3,-5,2,-5,0,6,-8,3,4,13,12,-2,-16,-15,2,-15,12
-21/13,0,0,-2,1,2,-2,4,-2,-3,3,-9,-11,-1,2,4,-2,6,-4,11,8,-6,1,1,-8,8
-23/10,0,2,0,-5,-5,6,-3,-2,-7,-10,2,-1,10,4,10,1,0,10,-8,3,-9,-14,4,-8,-12
73/12,0,0,1,1,4,-5,3,-2,6,2,10,-2,-4,0,4,-4,-9,10,-10,10,-11,12,5,-16,-14
-2/15,1,0,0,-5,4,6,4,-2,2,-2,-10,11,-3,4,-7,-2,-4,13,-2,-9,10,8,4,6,7
-5/11,0,-2,0,-5,-2,-1,5,-2,6,-10,-1,10,-9,1,-6,-2,-2,0,-12,0,2,-8,1,-7,16
18/31,-1,-3,2,1,-1,2,5,-2,6,0,2,-10,-1,4,10,-14,6,-11,12,6,-4,-8,4,-16,6
21/32,0,0,2,1,-5,2,5,1,6,6,-8,10,6,4,-6,0,-4,10,14,4,8,6,-4,6,-14
90/67,-1,0,0,-5,-1,-6,6,1,-3,10,10,-2,0,-10,0,-2,-13,-2,0,4,-13,-10,-9,6,9
87/68,0,0,2,1,4,1,-2,0,-3,-10,1,-8,7,12,-11,-2,9,-13,8,12,-6,13,-13,12,9
11/6,0,0,4,3,0,-5,3,1,-8,-8,2,-2,-5,4,0,1,-4,5,3,-12,11,-16,7,-1,11
-9/11,0,0,4,3,-2,4,-1,-2,6,6,-6,-5,-4,8,-8,-14,-13,8,-10,6,-10,6,12,18,8
7/9,0,0,-3,1,-1,-5,2,1,3,-2,10,-7,-3,-3,12,6,10,0,4,8,-2,6,10,-12,-9
14/27,1,0,3,1,4,2,5,1,-3,6,3,-1,12,-1,-1,6,0,-8,10,-12,7,10,3,-8,-6
13/29,0,-2,-2,1,4,-7,5,-2,2,-6,-5,-2,6,-3,0,-4,13,10,-8,-13,-13,-1,6,2,-1
11/26,0,2,0,-5,0,-2,2,-2,-9,-4,-10,7,-7,-12,-8,-2,0,-7,10,6,-13,10,10,-12,-14
