-5/7,0,2,0,-5,-3,1,-4,1,-9,7,8,-1,-1,6,12,-9,13,13,16,11,-6,9,2,10,-18
10/11,-1,-2,0,1,-2,-5,-3,-2,-8,6,0,10,0,4,-6,-2,-7,5,2,14,-2,5,-3,6,18
27/35,0,0,0,-5,0,1,-1,-2,6,3,1,-2,6,4,-2,-2,-2,1,0,-4,-2,6,14,6,-14
31/41,0,-2,0,-5,0,-1,-6,1,-8,-4,-10,-2,6,-4,1,1,-1,10,-11,6,2,1,2,3,8
61/82,0,2,-3,0,6,6,-3,-2,6,4,8,-2,6,-6,-6,-3,-11,-13,3,10,12,6,4,6,-4
5/8,0,2,0,-5,-1,6,1,-2,-3,-8,-1,5,6,-4,-10,7,1,-12,2,-9,0,8,17,12,10
62/77,-1,2,4,-5,-2,1,2,1,6,-5,-10,5,-5,-6,-8,9,0,-10,12,-12,-5,-16,4,-14,16
29/39,0,0,0,1,-2,-2,3,-2,-3,-10,1,5,1,-4,8,-11,-9,8,-10,14,-13,10,2,8,-13
31/4,0,2,2,1,4,4,6,-2,6,6,-10,-2,-6,4,-6,4,0,-5,-8,-12,10,9,-5,-6,-2
-20/11,0,-2,0,1,-2,2,-4,1,-8,3,2,-2,4,-4,7,1,-7,1,14,-12,-10,-8,2,-14,-6
-6/5,1,0,0,3,-5,-5,-4,-2,6,6,-5,-2,-9,8,-6,2,-10,-4,-4,4,0,-1,1,-12,-12
-5/3,0,0,0,3,-1,6,-3,-2,2,-5,10,5,-6,2,8,6,0,-7,-12,3,-6,-6,3,10,2
-11/5,0,-2,0,1,0,1,-3,-2,3,0,-10,-7,1,9,-4,3,6,-2,4,10,2,-10,3,-14,-18
71/14,0,2,2,-5,0,-6,3,0,6,5,-7,10,6,4,-8,-10,-4,1,-10,-12,-5,-7,17,18,0
-2/13,-1,2,4,1,6,-2,-4,-2,4,4,2,-10,3,1,0,6,0,6,-4,-12,14,-6,12,-15,8
20/33,0,0,0,-5,-2,2,2,1,6,-4,1,-3,-6,-2,-8,0,-9,13,-13,4,-7,-16,3,6,-6
23/31,0,-2,-2,3,4,0,5,-2,-7,-8,2,11,10,8,0,-9,10,-1,5,-1,-1,9,-6,-6,-6
