87/7,243.186370102659
-73/9,10000.0000000000
-1,66.4070765638172
-18,10000.0000000000
-17/7,10000.0000000000
-50/79,10000.0000000000
1,52.2890110796850
1/2,108.149701130869
-85/53,10000.0000000000
55/43,10000.0000000000
-9,10000.0000000000
26/45,10000.0000000000
-27/10,10000.0000000000
-95/92,10000.0000000000
1/2,108.149701130869
69/17,10000.0000000000
-16/15,10000.0000000000
92/59,10000.0000000000
-27/19,10000.0000000000
-45/94,10000.0000000000
2/3,93.0170822113278
23/95,269.511620322548
-37/38,242.631535049208
-16/15,10000.0000000000
11/52,226.025774752000
57/37,10000.0000000000
-65/77,10000.0000000000
5/7,10000.0000000000
-27/11,10000.0000000000
3/7,137.280523957565
-45/22,10000.0000000000
2/3,93.0170822113278
94/83,10000.0000000000
76/7,10000.0000000000
-15/37,10000.0000000000
-1/31,10000.0000000000
3/29,196.539970443253
-20/97,10000.0000000000
39/56,10000.0000000000
-65/54,10000.0000000000
-53/29,10000.0000000000
-10/21,10000.0000000000
-19/35,10000.0000000000
-83/55,10000.0000000000
71/38,10000.0000000000
-11/71,10000.0000000000
-57/94,10000.0000000000
7/32,207.158025925343
67/53,10000.0000000000
-16/57,223.858511008842
67/95,254.313877922835
-72/85,10000.0000000000
33/7,10000.0000000000
-63/41,10000.0000000000
-91/46,10000.0000000000
49/71,10000.0000000000
98/23,10000.0000000000
-10/91,10000.0000000000
-11/19,212.024243186502
79/66,10000.0000000000
97/10,10000.0000000000
-47/6,10000.0000000000
-10/9,10000.0000000000
-4/59,10000.0000000000
-83/52,261.399147811805
85,10000.0000000000
-77/15,10000.0000000000
-3,128.341850728610
61/46,10000.0000000000
-4/13,179.207016939891
-3,128.341850728610
-23/64,10000.0000000000
82/15,248.316186370599
7/19,10000.0000000000
-82/51,10000.0000000000
-17/18,207.388381998687
-39/49,10000.0000000000
-36/55,10000.0000000000
-93/25,10000.0000000000
3/95,10000.0000000000
-45,10000.0000000000
19/32,203.232527893022
-7,158.450743786265
34/49,206.382559413088
25/21,10000.0000000000
-49/53,255.999383956326
22/25,10000.0000000000
51/83,10000.0000000000
-49/10,10000.0000000000
-71/62,10000.0000000000
85/93,10000.0000000000
90/67,10000.0000000000
-11/82,242.946031103831
-13/34,10000.0000000000
-73/7,10000.0000000000
1/2,108.149701130869
-57/47,10000.0000000000
-87/77,251.003675066416
-2/35,10000.0000000000
9/11,127.388290303518
75/97,10000.0000000000
93/25,10000.0000000000
-4/3,138.013763085983
88/67,10000.0000000000
-27/17,193.554556924025
-19/94,10000.0000000000
-17/8,10000.0000000000
-73/14,10000.0000000000
9/8,10000.0000000000
95/86,10000.0000000000
61/22,10000.0000000000
89/35,10000.0000000000
-79/76,10000.0000000000
61/81,10000.0000000000
-62/5,10000.0000000000
-13/95,10000.0000000000
51/43,10000.0000000000
38/55,220.946685456023
51/95,258.341816370150
31/30,10000.0000000000
-13/24,215.986825092447
9/16,140.161284687357
-28,197.019177480593
-7/5,10000.0000000000
23/80,10000.0000000000
13/9,10000.0000000000
21/23,10000.0000000000
67/12,10000.0000000000
-12/95,10000.0000000000
-64/87,10000.0000000000
73/58,10000.0000000000
-55/96,10000.0000000000
29/88,246.323737415834
-75/16,10000.0000000000
8/19,10000.0000000000
-33/41,10000.0000000000
-37/7,10000.0000000000
-19/22,10000.0000000000
-1/14,181.304272658100
-6/7,159.468187276321
-49/41,249.645043090498
17/26,10000.0000000000
43/80,253.401579409939
2,100.903110912313
36/95,10000.0000000000
